Title,Locations,Fun facts,Production company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,Longitude,Latitude,Analysis neighborhood,Imdb_id,Year,Kind,Genres,Plot,Language,Country,Certificates,Runtime,Awards,Imdb_rating,Imdb_votes,Metascore,Box_office,Poster,Rt_score,Metacritic_score
High Crimes,Union Square,"During the Civil War, pro-Union rallies were held in the Square, and thus the area was called ""Union Square"".",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,-122.4066183,37.787552,Financial District/South Beach,tt0257756,2002,movie,"Crime, Drama, Mystery","High powered lawyer Claire Kubik finds her world turned upside down when her husband, who she thought was Tom Kubik, is arrested and is revealed to be Ron Chapman. Chapman is on trial for a murder of Latin American villagers while he was in the Marines. Claire soon learns that to navigate the military justice system, she'll need help from the somewhat unconventional Charlie Grimes; meanwhile, Claire's sister, Jackie, is falling in love with wet-behind-the-ears Lieutenant Embry assigned as the official defense lawyer. And most of the eyewitnesses have rather too conveniently died.","English, Spanish",United States,PG-13,115,2 nominations total,6.4,51412,48,"$41,543,917 ",https://m.media-amazon.com/images/M/MV5BNjI3ZWFiOWQtOTk3Yi00YWM5LWE0Y2EtZjhhYzBkZjc0ZGJmXkEyXkFqcGc@._V1_SX300.jpg,,48/100
The Dead Pool,"San Francisco National Military Cemetery (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,-122.4632309,37.8007597,Presidio,tt0094963,1988,movie,"Action, Crime, Mystery","Even though he detests publicity, for once, the tough-as-nails San Francisco Police Department officer, Inspector Dirty Harry (1971), has hit the headlines for a good cause, after putting behind bars an infamous mobster. But now, Callahan's name is on a macabre list of soon-to-be-dead celebrities. Before long, the first one dies, the drug-addled rock star, Johnny Squares, and as more violent deaths follow, Callahan now fears that he is next in line. In the meantime, more and more, all indications point to the British horror-film director, Peter Swan. Who is the mastermind behind the anonymous hit-list and the twisted gambling game known as the Dead Pool? Can Harry get to the bottom of this deadly conundrum before it is too late?",English,United States,R,91,,6.3,51942,46,"$37,903,295 ",https://m.media-amazon.com/images/M/MV5BZjY5NjBlZjItMzI3ZS00MmJkLTkxMTgtMzY5OWRjYjdhYzMxXkEyXkFqcGc@._V1_SX300.jpg,53%,46/100
Magnum Force,18th Street Overpass (Potrero Hill),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,-122.4161079,37.7620451,Mission,tt0070355,1973,movie,"Action, Crime, Mystery","San Francisco Police Inspector ""Dirty"" Harry Callahan (Clint Eastwood) and his new partner, Earlington ""Early"" Smith (Felton Perry) have been temporarily reassigned from Homicide to Stakeout Duty. Meanwhile, those of the city's criminals who manage to avoid punishment by the courts are nevertheless being killed by unknown assassins. Callahan begins to investigate the murders despite orders from his superior officer, Lieutenant Neil Briggs (Hal Holbrook). A man has to know his limitations.",English,United States,R,124,2 nominations total,7.2,69960,58,"$39,768,000 ",https://m.media-amazon.com/images/M/MV5BOWM5NWMyOTctYWNmZi00ZDU2LWI1Y2ItOGQ0NmM3ZjEzYWRmXkEyXkFqcGc@._V1_SX300.jpg,69%,58/100
Jade,Hall of Justice (850 Bryant Street),,Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,-122.4041754,37.7761709,South of Market,tt0113451,1995,movie,"Crime, Drama, Thriller","Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the lawman emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",English,United States,R,95,2 nominations total,5.3,15174,33,"$9,851,610 ",https://m.media-amazon.com/images/M/MV5BZGZjNjZjY2QtYjJkNC00OTVmLWJiN2QtYjRiZGQyMDZlYjI4XkEyXkFqcGc@._V1_SX300.jpg,18%,33/100
Women Is Losers,44 Edna St,,Look at the Moon Pictures,,Lissette Feliciano,Lissette Feliciano,Lorenza Izzo,Simu Liu,Liza Weil,-122.4463975,37.7272728,West of Twin Peaks,tt9024096,2021,movie,Drama,"In 1960s San Francisco, a once-promising catholic school girl, Celina Guerrera, sets out to rise above the oppression of poverty and invest in a future for herself that sets new precedents for the time.","English, Spanish",United States,,84,9 wins & 2 nominations total,6,437,59,,https://m.media-amazon.com/images/M/MV5BN2VmZGFiYzEtYmNlMC00NzUxLTkxMGQtNWRkMzBhOGJlNWFjXkEyXkFqcGc@._V1_SX300.jpg,72%,59/100
Looking,Eros,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,-122.4114878,37.7834457,Tenderloin,tt2581458,2014,series,"Comedy, Drama, Romance","Three best friends living in San Francisco share the nuances and complexities of contemporary gay relationships as they explore a variety of options, both in love and in life.",English,United States,TV-MA,30,4 wins & 19 nominations total,8.2,22547,,,https://m.media-amazon.com/images/M/MV5BNzEwYjUyZjgtNmI1OC00ZThlLWFjZDgtMmNlMTk3NDE5ZjY0XkEyXkFqcGc@._V1_SX300.jpg,,
Invasion of the Body Snatchers,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,-122.4192417,37.779275,Tenderloin,tt0077745,1978,movie,"Horror, Sci-Fi","The first remake of the paranoid infiltration classic moves the setting for the invasion from a small town to the city of San Francisco and starts as Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted ""replacement"" realises that he and his friends must escape or suffer the same fate. But who can he trust to help him and who has already been snatched?","English, French",United States,PG,115,3 wins & 11 nominations total,7.4,77039,75,"$24,946,533 ",https://m.media-amazon.com/images/M/MV5BMzUzNDdjOTAtOThlNS00OTc0LWIyZjEtMzA3YTA4Mjk2Yjc5XkEyXkFqcGc@._V1_SX300.jpg,93%,75/100
Heart and Souls,Stockton Tunnel (Stockton Street at Sutter Street),"Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.",Universal Pictures,Electric Parc,Tomas Gislason,Tomas Gislason,Jorgen Leth,,,-122.4076596,37.7927749,Chinatown,tt0107091,1993,movie,"Comedy, Drama, Fantasy","In 1959, in San Francisco, the telephone operator Penny Washington leaves her three children to work in her night shift. The shy singer Harrison Winslow is afraid of the stage and quits his audition. The waitress Julia is proposed by her boyfriend and she does not accept; then she regrets and leaves her job to seek him out. The smalltime thief Milo Peck tries to retrieve a collection of stamps that he had stolen from a boy. They embark in a bus and the driver Hal distracts while driving and has a serious accident, and driver and passengers die. Meanwhile, Frank Reilly is driving his pregnant wife Eva Reilly to the hospital. Frank successfully escapes from the bus but Eva is nervous and delivers her baby in the car. The souls of the four passengers become the guardian angels and the invisible friends of the boy Thomas Reilly. Seven years later, Penny, Julia, Harrison and Milo conclude that they are harming the boy and they decide to become invisible also to him. Thirty and something years later, Hal returns with his bus to take them four and the quartet learns that they had all those years to resolve the issues of their lives. They ask Hal to stall and give some more time for them to resolve their unfinished lives and they decide to come back to Thomas, who is now a tough businessman and indecisive in his relationship with girlfriend Anne, and ask him to help them to resolve their issues and become free souls. In the end, Thomas also becomes a better man.",English,United States,PG-13,104,1 win & 10 nominations,7,19299,56,"$16,589,540 ",https://m.media-amazon.com/images/M/MV5BNjU2YzFmNjUtNjg1OS00YjUxLWI4MWMtM2MxMmI5ZjJmNDY4XkEyXkFqcGc@._V1_SX300.jpg,58%,56/100
The Dead Pool,"Silver Restaurant (737 Washington Street, Chinatown)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,-122.4061477,37.7950056,Chinatown,tt0094963,1988,movie,"Action, Crime, Mystery","Even though he detests publicity, for once, the tough-as-nails San Francisco Police Department officer, Inspector Dirty Harry (1971), has hit the headlines for a good cause, after putting behind bars an infamous mobster. But now, Callahan's name is on a macabre list of soon-to-be-dead celebrities. Before long, the first one dies, the drug-addled rock star, Johnny Squares, and as more violent deaths follow, Callahan now fears that he is next in line. In the meantime, more and more, all indications point to the British horror-film director, Peter Swan. Who is the mastermind behind the anonymous hit-list and the twisted gambling game known as the Dead Pool? Can Harry get to the bottom of this deadly conundrum before it is too late?",English,United States,R,91,,6.3,51942,46,"$37,903,295 ",https://m.media-amazon.com/images/M/MV5BZjY5NjBlZjItMzI3ZS00MmJkLTkxMTgtMzY5OWRjYjdhYzMxXkEyXkFqcGc@._V1_SX300.jpg,53%,46/100
San Andreas,Bay St. at Polk,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,-122.4234921,37.8043658,Russian Hill,tt2126355,2015,movie,"Action, Adventure, Thriller","In San Andreas, California is experiencing a statewide earthquake that goes on record as easily the biggest earthquake in history. Dwayne Johnson plays Ray Gaines, a helicopter rescue pilot for the Los Angeles Fire Department, who is trying to find his daughter, Blake (Alexandra Daddario), who is in San Francisco amid-st the chaos. Ray's estranged wife, Emma, is forced to turn to Ray for help, as he is her last resort. Together they journey to save their daughter.",English,"United States, Canada",PG-13,114,2 wins & 10 nominations total,6.1,271110,43,"$155,190,832 ",https://m.media-amazon.com/images/M/MV5BYmQzNDEzMzMtM2U5OS00YTUzLWI2NDYtYjI2NjAyNWE5YzMzXkEyXkFqcGc@._V1_SX300.jpg,48%,43/100
Twisted,Mojito (1337-1339 Grant Avenue),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,-122.4074216,37.7992973,North Beach,tt0315297,2004,movie,"Crime, Drama, Mystery","Jessica Shepard is an on the rise police officer of San Francisco's esteemed police department, after having solved a big case about a serial killer. Her mentor John Mills is proud of Jessica as a father would be of his daughter, since Mills was the partner of Jessica's late father. With a newly established promotion, Jessica finds that she might once again have to prove herself in a department that takes no prisoners. Not to mention a new partner named Mike Delmarco, who might be Jessica's next closest thing to a confidant. However, a man has been found dead and the two officers are brought into the investigation. What they find is a surprise when the dead in question was a man Jessica slept with, he being part of a list of one night stands that Jessica has engaged in. Now under suspicion and a terrible drinking problem gnawing at her, Jessica will have to prove to her superiors and to her skeptical partner that she's not the one behind the murders and Mills is one of the few people standing behind her. This is a story about a woman trying to find the perpetrator of these horrible crimes, before she herself might end as one of them.","English, Italian, Spanish","United States, Germany",R,97,1 win total,5.3,24427,26,"$25,198,598 ",https://m.media-amazon.com/images/M/MV5BMGJhNjA5OTEtMjQ5OS00ZDZiLWE3M2MtM2E5NTQzYzE0ZTEyXkEyXkFqcGc@._V1_SX300.jpg,2%,26/100
Blue Jasmine,Jones & Pacific,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,-122.4150331,37.7958904,Nob Hill,tt2334873,2013,movie,"Comedy, Drama, Romance","Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.",English,United States,PG-13,98,Won 1 Oscar. 56 wins & 83 nominations total,7.3,218419,78,"$33,405,481 ",https://m.media-amazon.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,90%,78/100
The House on Telegraph Hill,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Robert Wise,Elick Moll,Richard Basehart,Valentina Cortese,William Lundigan,-122.4058222,37.8023949,North Beach,tt0043660,1951,movie,"Crime, Drama, Film-Noir","Victoria has survived Nazi concentration by assuming the identity of one who died there. She arrives in San Francisco to see her ""son"" just as the boy's great-aunt dies leaving a lot of money to be inherited. Victoria falls in love with the boy's trustee Alan Spender, and they move into the mansion on Telegraph Hill. Living life in a new identity isn't without its dangers, however.",English,United States,Approved,93,Nominated for 1 Oscar. 1 nomination total,6.9,4025,,,https://m.media-amazon.com/images/M/MV5BOTQ3NWYyNmYtZWViMy00NDgwLTk3MTctOGMzZTYxYzRiMGEyXkEyXkFqcGc@._V1_SX300.jpg,,
The Pursuit of Happyness,Candlestick Park (602 Jamestown Ave.),"Then Vice President Richard Nixon threw out the first pitch when Candlestick opened in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,,-122.3857003,37.7135483,Bayview Hunters Point,tt0454921,2006,movie,"Biography, Drama","Based on a true story about a man named Christopher Gardner. Gardner has invested heavily in a device known as a ""bone density scanner"". He feels like he has it made selling these devices. However, they do not sell well as they are marginally better than x-ray at a much higher price. As Gardner works to make ends meet, his wife leaves him and he loses his apartment. Forced to live out in the streets with his son, Gardner continues to sell bone density scanners while concurrently taking on an unpaid internship as a stockbroker, with slim chances for advancement to a paid position. Before he can receive pay, he needs to outshine the competition through 6 months of training, and to sell his devices to stay afloat.","English, Cantonese",United States,PG-13,117,Nominated for 1 Oscar. 12 wins & 26 nominations total,8,614482,64,"$163,566,459 ",https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_SX300.jpg,67%,64/100
Invasion of the Body Snatchers,Lafayette Park (Pacific Heights),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,-122.4275889,37.79165,Pacific Heights,tt0077745,1978,movie,"Horror, Sci-Fi","The first remake of the paranoid infiltration classic moves the setting for the invasion from a small town to the city of San Francisco and starts as Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted ""replacement"" realises that he and his friends must escape or suffer the same fate. But who can he trust to help him and who has already been snatched?","English, French",United States,PG,115,3 wins & 11 nominations total,7.4,77039,75,"$24,946,533 ",https://m.media-amazon.com/images/M/MV5BMzUzNDdjOTAtOThlNS00OTc0LWIyZjEtMzA3YTA4Mjk2Yjc5XkEyXkFqcGc@._V1_SX300.jpg,93%,75/100
Chance,Jefferson Square Park,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,-122.4256783,37.78185,Western Addition,tt5620076,2016,series,"Drama, Mystery, Thriller","Modern day noir story about Psychiatrist Eldon Chance, who's in a rut. He's middle-aged, his wife wants a divorce, which might put a strain on his relationship with his astute teenage daughter he deeply cares about, and he's getting tired of his professional work. Chance's natural talent for psychoanalysis allows him to easily assess everyone that wants his help but that doesn't mean he can actually cure them or even help them. Everything changes however, when he meets mysterious and attractive Jaclyn Blackstone, who turns out to have both dark secrets and big psychological as well as private problems. But her most immediate problem is her abusive ex-husband Raymond Blackstone, who also happens to be a corrupt cop with connections. Chance falls for Jaclyn and becomes obsessed with helping her but he quickly realizes that he's in over his head. Help eventually comes in the form of a hulking man called D. While clearly a bit unhinged, asocial and disturbed, D is also highly skilled, calculated, smart and efficient and possesses huge knowledge of tactics, weaponry and hand-to-hand combat. He is also highly focused and loyal and agrees to help Chance find a way to deal with the new and dangerous situation he's put himself in over Jaclyn.",English,United States,TV-MA,1,,7.5,11253,,,https://m.media-amazon.com/images/M/MV5BOTc3MDYwNTg4NF5BMl5BanBnXkFtZTgwMTk0NDYzMDI@._V1_SX300.jpg,,
Chu Chu and the Philly Flash,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,-122.39658,37.79021,Financial District/South Beach,tt0082177,1981,movie,Comedy,"Flash used to be a talented baseball player, but he took to drinking and now he sells stolen watches in the streets. One day he meets Chu Chu, who, before falling into alcoholism like him, was a successful entertainer. Now she still dances, but in the streets, for no more than a cent or two. Luck seems to smile at them the day they find stolen government documents forgotten some place. They decide to return them to their legal owners, but instead of the expected reward money, all they get is a load of trouble.",English,United States,PG,92,3 nominations,4.2,352,,,https://m.media-amazon.com/images/M/MV5BM2Y4NmM0YjgtZGMzMy00NzY2LThhMzEtZjAzYjFmOWUwNmE3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,,
The OA,SFPD Headquarters - 3rd St,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,-122.389279,37.772625,Mission Bay,tt4635282,2016,series,"Drama, Fantasy, Mystery","Created and written by Brit Marling and Zal Batmanglij (The East), this Netflix original delves into the inexplicable reappearance of Prairie Johnson (Marling). Having gone missing seven years ago, the previously blind Johnson returns home, now in her late 20s and with her sight restored. While many believe she is miracle, others worry that she could be dangerous.",English,United States,TV-MA,2,3 wins & 9 nominations total,7.8,124749,,,https://m.media-amazon.com/images/M/MV5BMTY5OTkwNDkzOF5BMl5BanBnXkFtZTgwMDEyNzI1NzM@._V1_SX300.jpg,,
The Last Black Man in San Francisco,911 Innes Ave,Grandpa Allen's home,"LBMISF, LLC",A24,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,-122.376241,37.7321694,Bayview Hunters Point,tt4353250,2019,movie,Drama,"Jimmie Fails IV, a black man, is a third generation San Franciscan. Having been pushed out by circumstances like many others, Jimmie, who works a low paying job as a nurse in a seniors' care facility, returned to San Francisco three years ago and has been living in his best friend Montgomery Allen's house that he shares with his blind grandfather, Jimmie who sleeps on the floor in Mont's already cramped bedroom. Despite the house, Mont's situation is not much better than Jimmie's, Mont who works at a supermarket fish counter while he sketches and writes a play on the side. Other black people around him who are showing their anger in also being disenfranchised from San Francisco life are the soapbox preacher who Jimmie and Mont often watch as they wait for the bus, and a group of young black men who hang outside of Mont's house. All of Jimmie's family, who he rarely sees, are also disenfranchised from that San Francisco life in one way or another: his estranged father lives in an SRO; his mother and her new husband long moved to Los Angeles; and his paternal Auntie Wanda has been pushed out to the suburbs. Jimmie has long wanted to reclaim what he sees as his place in San Francisco, which to him means the house he grew up in and which his same named paternal grandfather built in the post-war era in a style indicative to the area a century earlier. The problems are that his father lost the house long ago, the neighborhood has since been gentrified from the immigrant neighborhood it once was, increasing the value of the house to the several millions, and a white couple currently lives there, there being no indication that they are either planning on leaving or selling even if Jimmie could afford it. Regardless, Jimmie, with Mont by his side, has and continues to take steps to reclaim the house as his to his standards.",English,United States,R,121,18 wins & 59 nominations total,7.2,22741,82,"$4,515,719 ",https://m.media-amazon.com/images/M/MV5BYTUyNTdhNmUtYzU5Zi00ZTI0LTg3NzQtNjM5ZmFkZWNiOTYwXkEyXkFqcGc@._V1_SX300.jpg,93%,82/100
Goliath,Stockton and Jackson,,"Picrow, Inc.",Amazon Studios,"Billy Bob Thornton, Lawrence Trilling, Derek Johansen","David E. Kelley, Jonathan Shapiro",Billy Bob Thornton,Nina Arianda,Tania Raymonde,-122.4082856,37.7958399,Chinatown,tt4687880,2016,series,Drama,"Billy Mcbride is going through a rough patch. He has been fired from the law firm he helped build, his wife has left him, and he's now a down on his luck ambulance chaser. A lady (Patty) approaches him to represent her in a wrongful death case. After reluctantly accepting to take on the case, a series of strange events befall Billy. Through death threats, harassment, and trumped up arrests, Billy embarks on obtaining justice, and it is one hell of a ride. Additional unique cases eventually come Billy and Patty's way, making the ride even more entertaining.",English,United States,TV-MA,60,Nominated for 1 Primetime Emmy. 1 win & 11 nominations total,8.1,62986,,,https://m.media-amazon.com/images/M/MV5BN2YwNjY2NzEtYTE4ZC00MTZkLTlkM2ItZmJiZDAxNzE1OTQxXkEyXkFqcGc@._V1_SX300.jpg,,
The Wedding Planner,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",Golden Gate Park is similar in shape but 20% larger than New York's Central Park.,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,-122.4683478,37.7687768,Golden Gate Park,tt0209475,2001,movie,"Comedy, Romance","Mary Fiore is the wedding planner. She's ambitious, hard-working, extremely organized, and she knows exactly what to do and say to make any wedding a spectacular event. Bt when Mary falls (literally) for a handsome doctor her busy yet uncomplicated life is turned upside down - he's the groom in the biggest wedding of her career! Will she help him walk down the aisle with his internet tycoon girlfriend, or will Mary finally get to be the bride herself? When it comes to love, you can never plan what's going to happen.","English, Italian","Germany, United States",PG-13,103,2 wins & 6 nominations total,5.4,90779,33,"$60,400,856 ",https://m.media-amazon.com/images/M/MV5BZmNkOGFiZjktMGFlZi00NGU2LThkYzUtOGFlZDExNDcxMzY2XkEyXkFqcGc@._V1_SX300.jpg,,33/100
Dreams,"Holiday Inn San Francisco, Golden Gateway, 1500 Van Ness Ave.",,Suenos Productions LLC,The Match Factory GmbH,Michel Franco,Michel Franco,Jessica Chastain,Isaac Hernández,Marshall Bell,-122.421985,37.789714,Nob Hill,tt31710990,2025,movie,"Drama, Romance, Thriller","Romance blossoms between a wealthy socialite and a Mexican ballet dancer, intertwining their contrasting lives and cultures.","Spanish, English","Mexico, United States",Not Rated,95,4 nominations total,5.8,1167,,,https://m.media-amazon.com/images/M/MV5BMmZhYmJjYzUtODU3Ny00ZjcwLTlhOWQtOGM4MzNmYmRiYWM2XkEyXkFqcGc@._V1_SX300.jpg,68%,
Venom,Stockton Tunnel btwn Sutter and Sacramento,Motorcycle/SUV chase scene,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,-122.4069884,37.7900488,Financial District/South Beach,tt1270797,2018,movie,"Action, Adventure, Sci-Fi","After a faulty interview with the Life Foundation ruins his career, former reporter Eddie Brock's life is in pieces. Six months later, he comes across the Life Foundation again, and he comes into contact with an alien symbiote and becomes Venom, a parasitic antihero.","English, Mandarin, Malay","United States, China",PG-13,112,2 wins & 9 nominations total,6.6,601600,35,"$213,515,506 ",https://m.media-amazon.com/images/M/MV5BNTYwMDg5MDItNjhmZi00NmVmLThjNWItMmNkMjVkMWRhNzI2XkEyXkFqcGc@._V1_SX300.jpg,31%,35/100
The Etruscan Smile,"Marriott Marquis, 780 Mission Street","The Marriott Marquis opened on October 17, 1989, the day of the Loma Prieta earthquake.[7] With better earthquake proofing than several nearby hotels, the building only lost a single window.[7]","Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,-122.4046939,37.7854871,Financial District/South Beach,tt5459382,2018,movie,"Comedy, Drama","Brian Cox is Rory MacNeil, a rugged old Scotsman who reluctantly leaves his beloved isolated Hebridean island for San Francisco to seek medical treatment. Moving in with his estranged son, Rory's life will be unexpectedly transformed through a newly found love for his baby grandson.","English, Gaelic",United States,R,107,7 wins & 3 nominations total,6.9,2297,54,"$8,213 ",https://m.media-amazon.com/images/M/MV5BNGY4YjY3ZjItMjQzOS00ZGE2LWEyYzctNWI2MzIzYjgwNDE0XkEyXkFqcGc@._V1_SX300.jpg,70%,54/100
Chance,18 Urbano,,TVM Productions,HULU,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie,Gretchen Mol,Ethan Suplee,-122.4631201,37.7247067,West of Twin Peaks,tt5620076,2016,series,"Drama, Mystery, Thriller","Modern day noir story about Psychiatrist Eldon Chance, who's in a rut. He's middle-aged, his wife wants a divorce, which might put a strain on his relationship with his astute teenage daughter he deeply cares about, and he's getting tired of his professional work. Chance's natural talent for psychoanalysis allows him to easily assess everyone that wants his help but that doesn't mean he can actually cure them or even help them. Everything changes however, when he meets mysterious and attractive Jaclyn Blackstone, who turns out to have both dark secrets and big psychological as well as private problems. But her most immediate problem is her abusive ex-husband Raymond Blackstone, who also happens to be a corrupt cop with connections. Chance falls for Jaclyn and becomes obsessed with helping her but he quickly realizes that he's in over his head. Help eventually comes in the form of a hulking man called D. While clearly a bit unhinged, asocial and disturbed, D is also highly skilled, calculated, smart and efficient and possesses huge knowledge of tactics, weaponry and hand-to-hand combat. He is also highly focused and loyal and agrees to help Chance find a way to deal with the new and dangerous situation he's put himself in over Jaclyn.",English,United States,TV-MA,1,,7.5,11253,,,https://m.media-amazon.com/images/M/MV5BOTc3MDYwNTg4NF5BMl5BanBnXkFtZTgwMTk0NDYzMDI@._V1_SX300.jpg,,
Jexi,Grid around Haight Ashbury,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,-122.4537662,37.7682526,Golden Gate Park,tt9354944,2019,movie,"Comedy, Romance, Sci-Fi","Phil has a major dependency issue - he's addicted to his phone. He has no friends, he has a job writing pop culture ""Top 10"" lists, and his love life is non-existent. But his Facebook status is about to change. When he is forced to upgrade his phone, the latest model comes with an unexpected feature...Jexi - an A.I. life coach, virtual assistant and cheerleader. With her help, Phil begins to get a real life. But as he becomes less dependent on his phone, Jexi's artificial intelligence morphs into a tech nightmare determined to keep Phil all to herself, even if it means ruining his chances of finding success.",English,"United States, Canada",R,84,1 nomination total,6,33250,39,"$6,546,159 ",https://m.media-amazon.com/images/M/MV5BMDI1OGI0YjUtZTc2Mi00YzIxLTlmNWItNzA3OTI2Mjk1YjJjXkEyXkFqcGc@._V1_SX300.jpg,23%,39/100
The Etruscan Smile,1227 Montgomery Street,,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,-122.4045546,37.8004678,North Beach,tt5459382,2018,movie,"Comedy, Drama","Brian Cox is Rory MacNeil, a rugged old Scotsman who reluctantly leaves his beloved isolated Hebridean island for San Francisco to seek medical treatment. Moving in with his estranged son, Rory's life will be unexpectedly transformed through a newly found love for his baby grandson.","English, Gaelic",United States,R,107,7 wins & 3 nominations total,6.9,2297,54,"$8,213 ",https://m.media-amazon.com/images/M/MV5BNGY4YjY3ZjItMjQzOS00ZGE2LWEyYzctNWI2MzIzYjgwNDE0XkEyXkFqcGc@._V1_SX300.jpg,70%,54/100
